sentiment,negative_reason,cleaned_text,political_party,label
negative,others,"trudeau warns canadian splitting vote dead heat federal election getlosttrudeau , ruined recounted , incompetent boy",liberal,0
negative,others,@ jarogiesbrecht @ justintrudeau planting seed hate # canadaelection associate matter # cdnpoli # toronto hate hate,liberal,0
negative,others,"@ iamsas embarrassing disturbing . someone london ontario , appalled ashamed . take note : otoole ' canada . # # # istandwithtrudeau # liberalmajority # nevervotecpc",conservative,0
negative,tell lies,"@ polysesouvient @ timnaumetz lol , must suck know lie aired huge platform canada see . election damaged reputation worse anything . educated canadian gun law enemy",other,0
negative,covid ,@ pdrobertson @ carolyn_munro want big ugly gun legal kill people . otoole like kenney . disaster . otoole ' make cabinet vaccinate . . covid away . yet yelled screamed year vaccine . ?,conservative,0
negative,tell lies,@ globalnews criminal behaviour ’ justin trying blame otoole . dirty politics creates bad behaviour .,liberal,0
negative,economy,need po trudeau stupid carbon tax…how spending cut ghg ? ’ cuz ’ gon start burning tire shit giggles…tax loser # trudeaumustgo,liberal,0
negative,economy,@ justintrudeau spending spree election promising billion debt basic income program canadian living poverty line . shame trudeau… canada million ppl going hungry every day .,liberal,0
negative,others,"worst election analysis ’ ever seen life . hate filled medium addled mind sick mind , display anti-reality prof ! # # cdnpoli",other,0
negative,calling election early,"canadian fearful , angry , tired lectured let trudeau . conservative get . reward trudeau calling unnecessary $ -million election middle pandemic .",liberal,0
negative,tell lies,"@ donmartinctv @ justintrudeau @ erinotoole disagree . trudeau appears disgruntled , angry , rude , desperate . flailing around aimlessly relentlessly interrupting everyone else . ' galloping ahead others .",liberal,0
negative,tell lies,"@ erinotoole ' big lie , government ' create job , `` clearly stated michelle rempel losing election `` guarantee job security yet @ erinotoole claim . liar",conservative,0
positive,,# justintrudeau killing ! ' hate # otoole right .. poor erin 'toole look lost .. # leadersdebate # voteliberal # istandwithtrudeau,liberal,1
negative,tell lies,otoole would kill . otoole kill . negotiation .,conservative,0
negative,others,"canada better election . quebec mad english canada , seen rise angry populist ppc going away , seeing real anger political class canadian .",ppc,0
negative,others,@ ezralevant canadian terrified ’ -elected . ’ petty vindictive person turn anger ’ received election back . swift brutal .,other,0
negative,others,"good grief . watching broadcast , gasp . ad . election : canadian , trudeau called election pandemic . , apparently , worst could trash ad . pathetic .",liberal,0
negative,tell lies,"@ roze_crown @ justintrudeau dishonest hypocritical remark . like nearly liberal talking point election , dishonest fear mongering intended divide canadian .",liberal,0
negative,others,"hey neo-con canadian , waste vote po conservative ' get elected . know many hard-lining conservative holy shit good faith say vote conservative election .",conservative,0
negative,others,"whiff ! strike two ! trudeau fails , arguing 'toole frantic busy way saying responsibility tell province . province . wow !",liberal,0
negative,scandal,@ ottawacitizen trudeau said reason election could ' govern ! resign trudeau never held account scandal . canadian give pas . apathy . ' sad .,liberal,0
negative,others,getting sick platform plan executable - @ thejagmeetsingh @ erinotoole blaming trudeau world ' problem global pandemic ! ! ' getting boring . # leadersdebate,ndp,0
negative,tell lies,@ annamiepaul bring one debate maybe . disgusting trudeau gov . persecuting people whose crime revealing war crime .,liberal,0
negative,tell lies,"@ andyfillmorehfx lie lie lie . exactly trudeau done canadian . given away billion ignoring first nation people concerned poisoned water . going fix election , right ?",liberal,0
negative,others,call debate real opposition excluded ? biggest election meddling fraud ' ever seen . bunch globalist lying canadian . ridiculous worth watching ! ' . # voteppc canada !,ppc,0
negative,others,@ nickkouvalis global affair completey sidelined election quite tragic also dangerous . chaotic global order mayhem canada . canadian worry end .,other,0
negative,others,"# yeg ! fuck kenney , fuck otoole , ammiright ? ! # anythingbutconservative alberta ! give anyone else seat ! hit con hurt edmonton ! #",conservative,0
positive,,"@ justintrudeau justin , rifle ’ hurt people . criminal . one way criminal get hand weapon . let ’ work underlying issue lead act . voting otoole",liberal,1
negative,others,"like , ’ nobody support # justintrudeau canadian election . fuck jagmeet singh ! ! rational indian support politician sikh separatist . hell ! !",ndp,0
negative,others,"@ acoyne canadian give trudeau , garneau etc another mandate willingly chose election , focusing canadian trapped afghanistan facing starvation , abuse & death crazy taliban",liberal,0
negative,tell lies,canadian look shameless wife & worst woman sophie worst trudeau canada history . canada never give collapsed family trudeau majority ! thrown liberal party result useless election !,liberal,0
negative,economy,"election drawing near lying canadian medium release job report claiming hot august job report . service , food accomadation . crap pay , shift work dead end ' pay rent . vote liberal end garbage , lying medium funding .",liberal,0
negative,tell lies,"lie another way conservative cheat election campaign . canadian ever trust conservative . vote ’ toole vote dishonest , lying government .",conservative,0
negative,gun control,"@ davidakin armed intruder killed cirillo attacked parliament , armed intruder stormed rideau hall kill , mass shooting nova scotia , erin otoole working gun group , yeah gun control . #",conservative,0
negative,calling election early,justin trudeau great salesman bullshit go fare . kid graduation party two year . half country scared half going nut . called election putting million canadian risk .,liberal,0
negative,covid ,"corupt globalist luciferian cabal want use covid enslave ..... # wakeup # canada fake msm , fake trudeau , fake election ....",liberal,0
negative,tell lies,ffs ! stop shit . lie much otoole ffs . shameful journalist @ mercedesglobal,conservative,0
negative,others,@ rohaniroop @ @ cbcalerts vanity election ... poor guy wasted $ million dollar lost power . killing getting canadian sick . leader ...,other,0
negative,tell lies,@ realdailywire people sick tired lying politician ! ! see kind behaviour . happened trudeau recently people threw rock . everyone tired fake ness ! !,liberal,0
negative,women reproductive right and racism,hey @ cbcnews get white ass cover story canadian racism hate crime colored people . wtf @ cbcnews ! important election . fascist murder seems like happen .,other,0
negative,others,absolutely horrible canada . forthcoming election doubt referendum freedom . yes covid serious death rate . per police state brutality totally unacceptable unjustifiable .,other,0
negative,gun control,"@ davidakin trudeau imposes gun control policy utterly fail address cause nearly % gun violence , reduces sentence gun crime ...... otoole bad guy ? ? # # cdnpoli",liberal,0
negative,others,canada 🇨🇦 election stolen thug . uneducated goon demanding death covid . small business owner pissed government supporting divine right exploited labour force,other,0
negative,tell lies,"'toole amends platform gun control , question remain change mean | cbc news . ' fooled # otoole reclassify assault weapon ' street killing others people . ' liar !",conservative,0
negative,tell lies,"@ justintrudeau stop lie , stop manipulation , stop suffering created , stop belligerence , stop hate . lost election , quick trying destroy canadian",liberal,0
